id,name,shape,fill,refs
lemon_tea,lemon_tea,ellipse,#b85450,"顺序兑换活动活动赠,卖道具"
许愿币,许愿币,ellipse,#b85450,
英雄委托活动赠,英雄委托活动赠,rectangle,#82b366,"装备,固定英雄卡牌碎片"
旅行大富翁活动赠,旅行大富翁活动赠,rectangle,#82b366,"卡牌升级石头,卡牌进阶石头,进背包的宝箱,固定英雄卡牌碎片,神圣纹章(辉煌商店货币),混沌石， 符文商店用,随机英雄碎片,先知宝珠，先知门,装备,恶魔之魂， 升级符文用,许愿币,时光之沙,钻石,抽卡卷轴,金币,指定皮肤碎片(指定的skin id)"
高级许愿币,高级许愿币,ellipse,#b85450,
买活动副本,买活动副本,rectangle,#82b366,
卖道具,卖道具,rectangle,#82b366,金币
顺序兑换活动活动赠,顺序兑换活动活动赠,rectangle,#82b366,"卡牌升级石头,公会币,卡牌,骰子 dice,固定英雄卡牌碎片,神圣纹章(辉煌商店货币),混沌石， 符文商店用,随机英雄碎片,先知宝珠，先知门,装备,恶魔之魂， 升级符文用,随机皮肤碎片,时光之沙,抽卡卷轴,高级许愿币,金币,指定皮肤碎片(指定的skin id),paddle2"
虚空购买石头,虚空购买石头,rectangle,#82b366,虚空石
登陆有奖(活动期间登录拿东西)活动赠,登陆有奖(活动期间登录拿东西)活动赠,rectangle,#82b366,"stopwatch,骰子 dice,先知宝珠，先知门,lemon_tea,许愿币,抽卡卷轴,虚空石,高级许愿币,egg_tart"
卡牌升级石头,卡牌升级石头,ellipse,#b85450,
RUNE,RUNE,ellipse,#b85450,符文升级
公会币,公会币,ellipse,#b85450,
龙纹币,龙纹币,ellipse,#b85450,
瓦尔哈拉之邀活动赠,瓦尔哈拉之邀活动赠,rectangle,#82b366,"抽卡卷轴,先知宝珠，先知门,装备,固定英雄卡牌碎片"
转盘次数活动赠,转盘次数活动赠,rectangle,#82b366,"神圣纹章(辉煌商店货币),高级许愿币,先知宝珠，先知门,固定英雄卡牌碎片"
先知宝珠，先知门,先知宝珠，先知门,ellipse,#b85450,
抽卡卷轴,抽卡卷轴,ellipse,#b85450,
灵魂石,灵魂石,ellipse,#b85450,顺序兑换活动活动赠
金币,金币,ellipse,#b85450,"英雄委托活动赠,符文升级"
抽到特定英雄活动赠,抽到特定英雄活动赠,rectangle,#82b366,装备
开宝箱,开宝箱,rectangle,#82b366,"神器碎片,卡牌,固定英雄卡牌碎片,神圣纹章(辉煌商店货币),先知宝珠，先知门,lemon_tea,抽卡卷轴,钻石,高级许愿币"
卡牌,卡牌,ellipse,#b85450,英雄委托活动赠
固定英雄卡牌碎片,固定英雄卡牌碎片,ellipse,#b85450,卖道具
骰子 dice,骰子 dice,ellipse,#b85450,"旅行大富翁活动赠,卖道具,回收旅行骰子"
竞技场门票,竞技场门票,ellipse,#b85450,
恶魔之魂， 升级符文用,恶魔之魂， 升级符文用,ellipse,#b85450,符文升级
随机皮肤碎片,随机皮肤碎片,ellipse,#b85450,
登陆有奖(活动期间，注册时间在7天以内的玩家登录拿东西)活动赠,登陆有奖(活动期间，注册时间在7天以内的玩家登录拿东西)活动赠,rectangle,#82b366,"许愿币,金币,钻石,竞技场门票"
钻石,钻石,ellipse,#b85450,"顺序兑换活动活动赠,虚空购买石头,买活动副本,英雄委托活动赠"
先知召唤活动活动赠,先知召唤活动活动赠,rectangle,#82b366,"神圣纹章(辉煌商店货币),随机英雄碎片,egg_tart,固定英雄卡牌碎片"
藏宝图2活动赠,藏宝图2活动赠,rectangle,#82b366,"神器碎片,卡牌,固定英雄卡牌碎片,随机英雄碎片,先知宝珠，先知门,装备,许愿币,抽卡卷轴,指定皮肤碎片(指定的skin id)"
时光之沙,时光之沙,ellipse,#b85450,
装备附魔书,装备附魔书,ellipse,#b85450,
egg_tart,egg_tart,ellipse,#b85450,
paddle2,paddle2,ellipse,#b85450,"卖道具,藏宝图2活动赠"
