id,name,shape,fill,refs
分解功能,分解功能,rectangle,#82b366,"卡牌升级石头,时光之沙,固定英雄卡牌碎片,卡牌进阶石头,金币,灵魂石,随机皮肤碎片"
lemon_tea,lemon_tea,ellipse,#b85450,周活动
stopwatch,stopwatch,ellipse,#b85450,周活动
horse searach stamina,horse searach stamina,ellipse,#b85450,龙岛
金币,金币,ellipse,#b85450,"地牢,运营处理,周活动,装备系统,英雄系统,基础商店,龙岛,工会"
英雄系统,英雄系统,rectangle,#82b366,"卡牌升级石头,时光之沙,卡牌,卡牌进阶石头,金币"
公会币,公会币,ellipse,#b85450,工会
装备,装备,ellipse,#b85450,"装备系统,周活动"
先知之树,先知之树,rectangle,#82b366,"随机英雄碎片,卡牌升级石头,时光之沙,卡牌,固定英雄卡牌碎片,卡牌进阶石头,金币,先知祝福，英雄置换"
固定英雄卡牌碎片,固定英雄卡牌碎片,ellipse,#b85450,"工会,周活动,运营处理,碎片合成"
碎片合成,碎片合成,rectangle,#82b366,"皮肤,卡牌"
随机英雄碎片,随机英雄碎片,ellipse,#b85450,"工会,碎片合成"
卡牌水晶，本身不会通过资源类添加，纯粹为了log,卡牌水晶，本身不会通过资源类添加，纯粹为了log,ellipse,#b85450,装备系统
时光之沙,时光之沙,ellipse,#b85450,装备系统
LOSTCITY_COIN,LOSTCITY_COIN,ellipse,#b85450,地牢
先知祝福，英雄置换,先知祝福，英雄置换,ellipse,#b85450,先知之树
恶魔之魂， 升级符文用,恶魔之魂， 升级符文用,ellipse,#b85450,"周活动,符文书"
符文书,符文书,rectangle,#82b366,"RUNE,混沌石， 符文商店用,恶魔之魂， 升级符文用"
混沌石， 符文商店用,混沌石， 符文商店用,ellipse,#b85450,"周活动,符文书"
RUNE,RUNE,ellipse,#b85450,"周活动,符文书"
爱心,爱心,ellipse,#b85450,抽卡
先知宝珠，先知门,先知宝珠，先知门,ellipse,#b85450,"运营处理,先知之树"
抽卡卷轴,抽卡卷轴,ellipse,#b85450,"抽卡,运营处理"
高级置换材料 荷鲁斯之眼,高级置换材料 荷鲁斯之眼,ellipse,#b85450,先知之树
封印之地扫荡次数,封印之地扫荡次数,ellipse,#b85450,封印之地
装备附魔书,装备附魔书,ellipse,#b85450,装备系统
虚空石,虚空石,ellipse,#b85450,"周活动,月活动"
paddle2,paddle2,ellipse,#b85450,周活动
封印之地战斗次数,封印之地战斗次数,ellipse,#b85450,封印之地
骰子 dice,骰子 dice,ellipse,#b85450,周活动
神圣纹章(辉煌商店货币),神圣纹章(辉煌商店货币),ellipse,#b85450,神圣商店
神圣商店,神圣商店,rectangle,#82b366,固定英雄卡牌碎片
许愿币,许愿币,ellipse,#b85450,"转盘,运营处理"
高级许愿币,高级许愿币,ellipse,#b85450,"转盘,运营处理"
封印之地四色结晶,封印之地四色结晶,ellipse,#b85450,封印之地
封印之地光暗结晶,封印之地光暗结晶,ellipse,#b85450,封印之地
卡牌进阶石头,卡牌进阶石头,ellipse,#b85450,英雄系统
转盘商场幸运币,转盘商场幸运币,ellipse,#b85450,转盘
好友boss体力，新的3,好友boss体力，新的3,ellipse,#b85450,好友
好友,好友,rectangle,#82b366,"随机英雄碎片,卡牌升级石头,装备,钻石,神器碎片,好友boss体力，新的3,抽卡卷轴,爱心,金币"
神器碎片,神器碎片,ellipse,#b85450,装备系统
环境之塔的体力,环境之塔的体力,ellipse,#b85450,爬塔
酒馆卷轴,酒馆卷轴,ellipse,#b85450,酒馆
极乐之境金羽毛,极乐之境金羽毛,ellipse,#b85450,龙岛
龙纹币,龙纹币,ellipse,#b85450,龙岛
竞技场商场幸运币,竞技场商场幸运币,ellipse,#b85450,竞技场
竞技场门票,竞技场门票,ellipse,#b85450,竞技场
皮肤,皮肤,ellipse,#b85450,分解功能
卡牌升级石头,卡牌升级石头,ellipse,#b85450,英雄系统
指定皮肤碎片(指定的skin id),指定皮肤碎片(指定的skin id),ellipse,#b85450,碎片合成
随机皮肤碎片,随机皮肤碎片,ellipse,#b85450,碎片合成
远征币,远征币,ellipse,#b85450,远征
进背包的宝箱,进背包的宝箱,ellipse,#b85450,周活动
极乐之境金苹果,极乐之境金苹果,ellipse,#b85450,龙岛
egg_tart,egg_tart,ellipse,#b85450,
特殊头像,特殊头像,ellipse,#b85450,
新手养成,新手养成,rectangle,#82b366,"随机英雄碎片,卡牌升级石头,装备,钻石,固定英雄卡牌碎片,先知宝珠，先知门,抽卡卷轴,高级许愿币,金币,先知祝福，英雄置换"
battle pass点数,battle pass点数,ellipse,#b85450,
礼包,礼包,rectangle,#82b366,"随机英雄碎片,许愿币,骰子 dice,恶魔之魂， 升级符文用,神圣纹章(辉煌商店货币),paddle2,卡牌进阶石头,金币,egg_tart,混沌石， 符文商店用,装备,钻石,公会币,先知宝珠，先知门,固定英雄卡牌碎片,进背包的宝箱,lemon_tea,卡牌升级石头,stopwatch,时光之沙,虚空石,抽卡卷轴,高级许愿币,milk"
milk,milk,ellipse,#b85450,
LOSTCITY_RECOVERY,LOSTCITY_RECOVERY,ellipse,#b85450,
HORSE_EXP,HORSE_EXP,ellipse,#b85450,
活跃活动,活跃活动,rectangle,#82b366,"混沌石， 符文商店用,随机英雄碎片,许愿币,卡牌升级石头,竞技场门票,装备,钻石,固定英雄卡牌碎片,抽卡卷轴,金币,恶魔之魂， 升级符文用"
成就系统,成就系统,rectangle,#82b366,"装备,钻石,转盘商场幸运币,远征币,固定英雄卡牌碎片,卡牌进阶石头,金币,爱心,先知祝福，英雄置换"
副本系统,副本系统,rectangle,#82b366,"卡牌进阶石头,金币,随机英雄碎片,卡牌升级石头"
月礼包,月礼包,rectangle,#82b366,"钻石,随机英雄碎片,许愿币"
征战大厅,征战大厅,rectangle,#82b366,"混沌石， 符文商店用,随机英雄碎片,卡牌升级石头,装备,时光之沙,玩家经验,stopwatch,神器碎片,虚空石,固定英雄卡牌碎片,酒馆卷轴,抽卡卷轴,卡牌进阶石头,金币,egg_tart,恶魔之魂， 升级符文用,lemon_tea"
玩家经验,玩家经验,ellipse,#b85450,
