id,name,shape,fill,refs
皮肤分解,皮肤分解,rectangle,#82b366,随机皮肤碎片
卡牌升级石头,卡牌升级石头,ellipse,#b85450,卡牌升级
指定皮肤碎片(指定的skin id),指定皮肤碎片(指定的skin id),ellipse,#b85450,皮肤碎片合成
皮肤碎片合成,皮肤碎片合成,rectangle,#82b366,皮肤
随机皮肤碎片,随机皮肤碎片,ellipse,#b85450,皮肤碎片合成
远征币,远征币,ellipse,#b85450,远征商店购买
远征商店购买,远征商店购买,rectangle,#82b366,"固定英雄卡牌碎片,混沌石， 符文商店用,恶魔之魂， 升级符文用,随机英雄碎片,时光之沙"
进背包的宝箱,进背包的宝箱,ellipse,#b85450,开宝箱
开宝箱,开宝箱,rectangle,#82b366,"神器碎片,卡牌,固定英雄卡牌碎片,神圣纹章(辉煌商店货币),先知宝珠，先知门,lemon_tea,抽卡卷轴,钻石,高级许愿币"
极乐之境金苹果,极乐之境金苹果,ellipse,#b85450,"巨龙之岛打boss消耗,巨龙之岛好友助战"
巨龙之岛好友助战,巨龙之岛好友助战,rectangle,#82b366,
巨龙之岛打boss消耗,巨龙之岛打boss消耗,rectangle,#82b366,
竞技场结束奖励,竞技场结束奖励,rectangle,#82b366,"时光之沙,钻石,恶魔之魂， 升级符文用"
公会boss击杀奖励,公会boss击杀奖励,rectangle,#82b366,"金币,公会币"
等级基金的邮件,等级基金的邮件,rectangle,#82b366,钻石
酒馆活动活动赠,酒馆活动活动赠,rectangle,#82b366,"神圣纹章(辉煌商店货币),随机英雄碎片,先知宝珠，先知门,抽卡卷轴,高级许愿币"
等级限时礼包,等级限时礼包,rectangle,#82b366,"卡牌升级石头,先知宝珠，先知门,许愿币,抽卡卷轴,钻石,金币"
地牢关卡掉落,地牢关卡掉落,rectangle,#82b366,"卡牌升级石头,神器碎片,混沌石， 符文商店用,随机英雄碎片,恶魔之魂， 升级符文用,装备,钻石,高级许愿币,LOSTCITY_COIN,金币"
指定英雄升星活动赠,指定英雄升星活动赠,rectangle,#82b366,"指定皮肤碎片(指定的skin id),随机英雄碎片"
巨龙之岛金苹果初始化,巨龙之岛金苹果初始化,rectangle,#82b366,极乐之境金苹果
跨服pvp排行榜奖励,跨服pvp排行榜奖励,rectangle,#82b366,"金币,钻石,抽卡卷轴"
LOSTCITY_RECOVERY,LOSTCITY_RECOVERY,ellipse,#b85450,
竞技场获胜活动赠,竞技场获胜活动赠,rectangle,#82b366,"神器碎片,神圣纹章(辉煌商店货币),随机英雄碎片,先知宝珠，先知门,钻石,高级许愿币"
3v3竞技场的3选1,3v3竞技场的3选1,rectangle,#82b366,"竞技场商场幸运币,金币,钻石"
每日任务领奖,每日任务领奖,rectangle,#82b366,"卡牌升级石头,竞技场门票,混沌石， 符文商店用,恶魔之魂， 升级符文用,许愿币,钻石,金币"
好友送心,好友送心,rectangle,#82b366,爱心
3选1远征,3选1远征,rectangle,#82b366,"金币,钻石,远征币"
捐出卡牌碎片获得奖励,捐出卡牌碎片获得奖励,rectangle,#82b366,"金币,公会币"
公会boss排名奖励,公会boss排名奖励,rectangle,#82b366,"金币,公会币"
瓦尔哈拉之邀活动赠,瓦尔哈拉之邀活动赠,rectangle,#82b366,"抽卡卷轴,先知宝珠，先知门,装备,固定英雄卡牌碎片"
巨龙之岛建筑产出,巨龙之岛建筑产出,rectangle,#82b366,"金币,钻石,极乐之境金苹果,龙纹币"
钻石礼包,钻石礼包,rectangle,#82b366,钻石
扫荡,扫荡,rectangle,#82b366,"卡牌进阶石头,随机英雄碎片,时光之沙,钻石,金币"
能量抽卡,能量抽卡,rectangle,#82b366,卡牌
获得捐出的卡牌碎片,获得捐出的卡牌碎片,rectangle,#82b366,"随机英雄碎片,固定英雄卡牌碎片"
节日礼包,节日礼包,rectangle,#82b366,"stopwatch,骰子 dice,进背包的宝箱,神圣纹章(辉煌商店货币),先知宝珠，先知门,抽卡卷轴,钻石,金币,egg_tart,paddle2"
egg_tart,egg_tart,ellipse,#b85450,
巨龙之岛重置建筑,巨龙之岛重置建筑,rectangle,#82b366,"金币,极乐之境金羽毛,龙纹币"
FRIEND_MAZE_BOX,FRIEND_MAZE_BOX,rectangle,#82b366,"抽卡卷轴,钻石"
公会签到,公会签到,rectangle,#82b366,公会币
训练营领奖,训练营领奖,rectangle,#82b366,"卡牌升级石头,固定英雄卡牌碎片,随机英雄碎片,先知宝珠，先知门,装备,抽卡卷轴,钻石,高级许愿币,先知祝福，英雄置换,金币"
转盘次数活动赠,转盘次数活动赠,rectangle,#82b366,"神圣纹章(辉煌商店货币),高级许愿币,先知宝珠，先知门,固定英雄卡牌碎片"
解锁水晶,解锁水晶,rectangle,#82b366,卡牌水晶，本身不会通过资源类添加，纯粹为了log
挑战赛积分赛,挑战赛积分赛,rectangle,#82b366,钻石
公会挖矿,公会挖矿,rectangle,#82b366,"卡牌升级石头,卡牌进阶石头,公会币,随机英雄碎片,时光之沙,金币"
公会礼包打开,公会礼包打开,rectangle,#82b366,"卡牌升级石头,stopwatch,公会币,随机英雄碎片,钻石,金币"
虚空击杀奖励,虚空击杀奖励,rectangle,#82b366,"卡牌升级石头,神器碎片,混沌石， 符文商店用,恶魔之魂， 升级符文用,时光之沙,金币"
虚空排行奖励,虚空排行奖励,rectangle,#82b366,"神器碎片,神圣纹章(辉煌商店货币),先知宝珠，先知门,钻石,装备附魔书"
REDEMPTION_CODE,REDEMPTION_CODE,rectangle,#82b366,"抽卡卷轴,钻石"
vip礼包,vip礼包,rectangle,#82b366,"卡牌升级石头,卡牌进阶石头,公会币,固定英雄卡牌碎片,混沌石， 符文商店用,随机英雄碎片,先知宝珠，先知门,装备,恶魔之魂， 升级符文用,时光之沙,钻石,抽卡卷轴,高级许愿币,金币"
签到宝箱,签到宝箱,rectangle,#82b366,钻石
水晶抽次数活动赠,水晶抽次数活动赠,rectangle,#82b366,"高级置换材料 荷鲁斯之眼,神圣纹章(辉煌商店货币),固定英雄卡牌碎片,先知宝珠，先知门,lemon_tea,抽卡卷轴,paddle2"
battle pass积分兑换拿奖,battle pass积分兑换拿奖,rectangle,#82b366,"卡牌升级石头,神圣纹章(辉煌商店货币),特殊头像,先知宝珠，先知门,装备,许愿币,时光之沙,钻石,抽卡卷轴,高级许愿币,金币"
特殊头像,特殊头像,ellipse,#b85450,
成就领奖,成就领奖,rectangle,#82b366,"卡牌进阶石头,爱心,固定英雄卡牌碎片,转盘商场幸运币,装备,钻石,先知祝福，英雄置换,金币,远征币"
活动副本战斗,活动副本战斗,rectangle,#82b366,"随机英雄碎片,金币,卡牌进阶石头,卡牌升级石头"
远征战斗,远征战斗,rectangle,#82b366,"金币,远征币"
登陆有奖(活动期间，注册时间在7天以内的玩家登录拿东西)活动赠,登陆有奖(活动期间，注册时间在7天以内的玩家登录拿东西)活动赠,rectangle,#82b366,"许愿币,金币,钻石,竞技场门票"
高级转盘活动活动赠,高级转盘活动活动赠,rectangle,#82b366,"龙纹币,神圣纹章(辉煌商店货币),固定英雄卡牌碎片,随机英雄碎片,装备,抽卡卷轴"
在线奖励,在线奖励,rectangle,#82b366,"卡牌升级石头,固定英雄卡牌碎片,先知宝珠，先知门,装备,抽卡卷轴,钻石,金币"
符文重置,符文重置,rectangle,#82b366,恶魔之魂， 升级符文用
英雄成长限时礼包,英雄成长限时礼包,rectangle,#82b366,"卡牌升级石头,钻石"
阵营先知进度活动活动赠,阵营先知进度活动活动赠,rectangle,#82b366,进背包的宝箱
远征宝箱,远征宝箱,rectangle,#82b366,"金币,远征币"
玩家升级奖励,玩家升级奖励,rectangle,#82b366,钻石
battle pass积分补偿,battle pass积分补偿,rectangle,#82b366,battle pass点数
battle pass点数,battle pass点数,ellipse,#b85450,
先知召唤活动活动赠,先知召唤活动活动赠,rectangle,#82b366,"神圣纹章(辉煌商店货币),随机英雄碎片,egg_tart,固定英雄卡牌碎片"
HORSE_START,HORSE_START,rectangle,#82b366,horse searach stamina
酒馆获得,酒馆获得,rectangle,#82b366,"神器碎片,竞技场门票,随机英雄碎片,先知宝珠，先知门,许愿币,抽卡卷轴,钻石,先知祝福，英雄置换"
补偿,补偿,rectangle,#82b366,钻石
关卡限时礼包,关卡限时礼包,rectangle,#82b366,"卡牌进阶石头,钻石"
竞技场3v3排名奖励,竞技场3v3排名奖励,rectangle,#82b366,"竞技场商场幸运币,钻石"
竞技场3选1,竞技场3选1,rectangle,#82b366,"金币,钻石,卡牌升级石头,卡牌进阶石头"
巨龙之岛击杀boss获得,巨龙之岛击杀boss获得,rectangle,#82b366,"极乐之境金羽毛,神器碎片,龙纹币,随机皮肤碎片,金币"
签到,签到,rectangle,#82b366,"固定英雄卡牌碎片,随机英雄碎片,装备,抽卡卷轴,钻石"
特惠礼包,特惠礼包,rectangle,#82b366,"卡牌升级石头,stopwatch,骰子 dice,混沌石， 符文商店用,先知宝珠，先知门,lemon_tea,许愿币,抽卡卷轴,钻石,虚空石,高级许愿币,milk,卡牌进阶石头,egg_tart,paddle2"
milk,milk,ellipse,#b85450,
月卡邮件,月卡邮件,rectangle,#82b366,"许愿币,钻石,随机英雄碎片"
卡牌合成某星卡牌(有领取次数限制)活动赠,卡牌合成某星卡牌(有领取次数限制)活动赠,rectangle,#82b366,"神圣纹章(辉煌商店货币),混沌石， 符文商店用,恶魔之魂， 升级符文用,时光之沙,钻石,金币"
公会boss战斗,公会boss战斗,rectangle,#82b366,"金币,公会币"
挂机,挂机,rectangle,#82b366,"卡牌升级石头,卡牌进阶石头,神器碎片,stopwatch,玩家经验,混沌石， 符文商店用,随机英雄碎片,恶魔之魂， 升级符文用,装备,lemon_tea,虚空石,时光之沙,酒馆卷轴,金币,egg_tart"
玩家经验,玩家经验,ellipse,#b85450,
竞技场排名奖励,竞技场排名奖励,rectangle,#82b366,"时光之沙,钻石"
抽到特定英雄活动赠,抽到特定英雄活动赠,rectangle,#82b366,装备
天马完成任务,天马完成任务,rectangle,#82b366,"卡牌升级石头,卡牌进阶石头,神器碎片,极乐之境金羽毛,卡牌,龙纹币,混沌石， 符文商店用,随机英雄碎片,先知宝珠，先知门,恶魔之魂， 升级符文用,时光之沙,钻石,抽卡卷轴,高级许愿币,HORSE_EXP,酒馆卷轴,金币"
HORSE_EXP,HORSE_EXP,ellipse,#b85450,
pve过关,pve过关,rectangle,#82b366,"卡牌升级石头,固定英雄卡牌碎片,玩家经验,随机英雄碎片,装备,抽卡卷轴,金币"
工会战普通排名,工会战普通排名,rectangle,#82b366,"金币,公会币"
首冲送礼包,首冲送礼包,rectangle,#82b366,"金币,装备,固定英雄卡牌碎片"
登陆有奖(活动期间登录拿东西)活动赠,登陆有奖(活动期间登录拿东西)活动赠,rectangle,#82b366,"stopwatch,骰子 dice,先知宝珠，先知门,lemon_tea,许愿币,抽卡卷轴,虚空石,高级许愿币,egg_tart"
周活动,周活动,rhombus,#dae8fc,"阵营先知进度活动活动赠,虚空击杀奖励,虚空排行奖励,符文升级,高级转盘活动活动赠,卡牌合成某星卡牌(有领取次数限制)活动赠,回收旅行骰子,水晶抽次数活动赠,英雄委托活动赠,旅行大富翁活动赠,买活动副本,卖道具,顺序兑换活动活动赠,虚空购买石头,登陆有奖(活动期间登录拿东西)活动赠,瓦尔哈拉之邀活动赠,转盘次数活动赠,抽到特定英雄活动赠,开宝箱,登陆有奖(活动期间，注册时间在7天以内的玩家登录拿东西)活动赠,先知召唤活动活动赠,藏宝图2活动赠"
竞技场,竞技场,rhombus,#dae8fc,"竞技场商店购买,竞技场3v3排名奖励,挑战赛下注,竞技场排名奖励,挑战赛积分赛,竞技场获胜活动赠,竞技场3选1,3v3竞技场的3选1,跨服pvp排行榜奖励,竞技场结束奖励,使用竞技场门票,钻石礼包,买竞技场门票,battle pass积分兑换拿奖"
工会,工会,rhombus,#dae8fc,"公会捐献,公会boss击杀奖励,工会战普通排名,工会商店刷新,公会改名,捐出卡牌碎片,获得捐出的卡牌碎片,公会礼包打开,购买公会boss复活,公会挖矿,升级许愿树,创建公会,升级公会订单,重置公会科技,捐出卡牌碎片获得奖励,解锁升级公会科技,公会boss排名奖励,公会签到,工会商店购买,公会boss战斗"
新手养成,新手养成,rhombus,#dae8fc,"在线奖励,等级基金的邮件,训练营领奖"
龙岛,龙岛,rhombus,#dae8fc,"HORSE_START,天马升级任务,巨龙之岛好友助战,天马探索,巨龙之岛打boss消耗,巨龙之岛买苹果,巨龙之岛金苹果初始化,巨龙之岛升级建筑,巨龙之岛击杀boss获得,巨龙之岛建筑产出,天马完成任务,天马买耐久,巨龙之岛重置建筑,巨龙之岛刷新boss,天马奇遇"
月活动,月活动,rhombus,#dae8fc,"虚空普通战斗奖励,指定英雄升星活动赠,battle pass积分补偿,battle pass买积分,酒馆活动活动赠"
礼包,礼包,rhombus,#dae8fc,"vip礼包,关卡限时礼包,等级限时礼包,节日礼包,英雄成长限时礼包,首冲送礼包,特惠礼包"
装备系统,装备系统,rhombus,#dae8fc,"装备附魔,神器升级,升级水晶,装备合成,神器合成,解锁水晶,转换水晶"
背包系统,背包系统,rhombus,#dae8fc,"卡牌碎片合成,卡牌包扩容,皮肤碎片合成"
地牢,地牢,rhombus,#dae8fc,"地牢买药水,地牢刷新职业,地牢买商人,地牢关卡掉落"
基础商店,基础商店,rhombus,#dae8fc,新的黑市商店购买
封印之地,封印之地,rhombus,#dae8fc,"购买封印扫荡次数,封印之地商店购买,购买封印战斗次数,封印扫荡,封印战斗"
先知之树,先知之树,rhombus,#dae8fc,"高星置换-8星,先知置换-暗夜,高星置换-7星,先知置换-人类,先知召唤-恶魔,先知召唤-暗夜,先知召唤-人类,先知置换-天灾,先知置换-恶魔,先知召唤-天灾,先知召唤-光暗"
转盘,转盘,rhombus,#dae8fc,"买转盘硬币,转盘商店刷新,使用高级转盘,转盘商店购买,使用转盘,刷新转盘"
抽卡,抽卡,rhombus,#dae8fc,"高级抽卡,低级抽卡,能量抽卡,爱心抽卡"
分解功能,分解功能,rhombus,#dae8fc,"皮肤分解,英雄分解商店购买,卡牌分解"
符文书,符文书,rhombus,#dae8fc,"符文分解,xx商店购买,符文解锁,符文重置"
活跃活动,活跃活动,rhombus,#dae8fc,"签到,每日任务领奖,签到宝箱,REDEMPTION_CODE"
好友,好友,rhombus,#dae8fc,"FRIEND_MAZE_BOX,好友送心,FRIEND_MAZE_SEARCH,FRIEND_MAZE_FIGHT"
远征,远征,rhombus,#dae8fc,"远征宝箱,远征战斗,3选1远征,远征商店购买,远征复活"
爬塔,爬塔,rhombus,#dae8fc,"爬塔战斗,买爬塔体力,扫荡"
